"","quad","year","track_id","basalArea_genet","logsize_t0","logsize_t1","survives","size_t1"
"222","e1q5-1",58,"SPOASP_44_2",23.1099147130455,3.14026173380114,NA,0,NA
"223","e1q5-1",45,"SPOASP_45_1",13.103509567771,2.57288010026344,2.70617253665473,1,14.971861458924
"224","e1q5-1",46,"SPOASP_45_1",14.971861458924,2.70617253665473,4.01707645912588,1,55.538499176589
"225","e1q5-1",47,"SPOASP_45_1",55.538499176589,4.01707645912588,3.35614649953959,1,28.678465196687
"226","e1q5-1",48,"SPOASP_45_1",28.678465196687,3.35614649953959,2.76691067778031,1,15.9094087226885
"227","e1q5-1",49,"SPOASP_45_1",15.9094087226885,2.76691067778031,2.89749855601404,1,18.128740575259
"228","e1q5-1",50,"SPOASP_45_1",18.128740575259,2.89749855601404,3.69808345743682,1,40.3698596164745
"229","e1q5-1",52,"SPOASP_45_1",40.3698596164745,3.69808345743682,3.56673683058281,1,35.400885380757
"230","e1q5-1",53,"SPOASP_45_1",35.400885380757,3.56673683058281,3.72952408853391,1,41.6592773177955
"231","e1q5-1",54,"SPOASP_45_1",41.6592773177955,3.72952408853391,5.49419075338361,1,243.274577352763
"232","e1q5-1",55,"SPOASP_45_1",243.274577352763,5.49419075338361,4.74814841305774,1,115.370468186086
"233","e1q5-1",56,"SPOASP_45_1",115.370468186086,4.74814841305774,NA,0,NA
"234","e1q5-1",46,"SPOASP_46_1",7.97049522703698,2.07574662726283,NA,0,NA
"235","e1q5-1",46,"SPOASP_46_2",13.0346988150156,2.5676149412509,3.93579314413474,1,51.2027450125534
"236","e1q5-1",47,"SPOASP_46_2",51.2027450125534,3.93579314413474,3.24219227498716,1,25.5897600901524
"237","e1q5-1",48,"SPOASP_46_2",25.5897600901524,3.24219227498716,3.30473516321789,1,27.2413261282314
"238","e1q5-1",49,"SPOASP_46_2",27.2413261282314,3.30473516321789,2.83379192042101,1,17.0098386441306
"239","e1q5-1",50,"SPOASP_46_2",17.0098386441306,2.83379192042101,3.98446415838426,1,53.7564768016775
"240","e1q5-1",52,"SPOASP_46_2",53.7564768016775,3.98446415838426,4.58604748141477,1,98.1058974434027
"241","e1q5-1",54,"SPOASP_46_2",98.1058974434027,4.58604748141477,4.43458036403427,1,84.3167351288288
"242","e1q5-1",55,"SPOASP_46_2",84.3167351288288,4.43458036403427,2.9019362785455,1,18.2093696682266
"243","e1q5-1",56,"SPOASP_46_2",18.2093696682266,2.9019362785455,3.54910276729014,1,34.7820958490455
"244","e1q5-1",58,"SPOASP_46_2",34.7820958490455,3.54910276729014,4.23554365386717,1,69.0992345900031
"245","e1q5-1",59,"SPOASP_46_2",69.0992345900031,4.23554365386717,NA,0,NA
"246","e1q5-1",49,"SPOASP_49_1",41.538683695436,3.72662513030594,3.22301379396461,1,25.103663557792
"247","e1q5-1",50,"SPOASP_49_1",25.103663557792,3.22301379396461,3.06207856530898,1,21.371933986556
"248","e1q5-1",51,"SPOASP_49_1",21.371933986556,3.06207856530898,3.97679344888369,1,53.345703958082
"249","e1q5-1",52,"SPOASP_49_1",53.345703958082,3.97679344888369,3.56596472008693,1,35.3735625350765
"250","e1q5-1",53,"SPOASP_49_1",35.3735625350765,3.56596472008693,3.51889213395323,1,33.74702056794
"251","e1q5-1",54,"SPOASP_49_1",33.74702056794,3.51889213395323,4.16195839328896,1,64.1971227869486
"252","e1q5-1",56,"SPOASP_49_1",64.1971227869486,4.16195839328896,3.82048055060521,1,45.6261287172653
"253","e1q5-1",58,"SPOASP_49_1",45.6261287172653,3.82048055060521,4.0326317438696,1,56.4091705600985
"254","e1q5-1",59,"SPOASP_49_1",56.4091705600985,4.0326317438696,NA,0,NA
"255","e1q5-1",49,"SPOASP_49_2",8.36055021738346,2.12352424040736,2.77539956526108,1,16.0450367543117
"256","e1q5-1",50,"SPOASP_49_2",16.0450367543117,2.77539956526108,2.25731443747431,1,9.5573877085015
